产品名称,图片路径,指令类型,寄存器地址(起始地址),寄存器个数,小数位数,单位,波特率(暂加),数据名称,高低字节,10
二氧化碳光照四合一,Drivers\485ch\非气体类\485二氧化碳四合一.jpg,3:3:3:3,0:1:5:7:8,1:1:1:2,1:1:0:0,%RH:℃:ppm:Lux,9600,湿度:温度:二氧化碳浓度:光照强度,1:1:1:2
光照温湿度三合一,Drivers\485ch\非气体类\485光照温湿度.jpg,3:03:03,0:1:7:8,1:01:02,1:01:00,%RH:℃:Lux,9600,湿度:温度:光照强度,1:01:02
超声波风速风向(低精度),Drivers\485ch\非气体类\超声波风速风向（低精度）.jpg,3:3,0:1,1:1,0:2,°:m/s,9600,风向:风速,1:1
超声波风速风向,Drivers\485ch\非气体类\485超声波风速风向.jpg,3:3,0:1,1:1,1:2,°:m/s,9600,风向:风速,1:1
烟感,Drivers\485ch\非气体类\485烟雾传感器.jpg,3,10,1,0,·,9600,烟雾,1
蒸发量,Drivers\485ch\非气体类\485蒸发量.jpg,3,6,1,0,g,9600,重量,1
TVOC,Drivers\485ch\气体类\485TVOC.jpg,3,6,1,1,ppb,9600,TVOC浓度,1
微压差,Drivers\485ch\非气体类\485微压差变送器.jpg,3,0,1,1,Pa,9600,压力值,1
液位,Drivers\485ch\非气体类\485投入式液位.jpg,3,0,1,2,m,9600,液位值,1
非接触式红外测温探头,Drivers\485ch\非气体类\485非接触式红外测温.jpg,3,0,1,1,℃,9600,温度,1
压线式交流电压,Drivers\485ch\非气体类\485电压传感器.jpg,3,1,1,0,V,9600,电压值,1
压线式交流电流,Drivers\485ch\非气体类\485电压传感器.jpg,3,1,1,2,A,9600,电流值,1
穿线式交流电流,Drivers\485ch\非气体类\485电压传感器.jpg,3,1,1,2,A,9600,电流值,1
倾角传感器,Drivers\485ch\非气体类\485倾角传感器.jpg,3:3,1:3,1:1,1:1,°:°,9600,X轴角度:Y轴角度,1:1
地表位移,Drivers\485ch\非气体类\485地表位移传感器.jpg,3,0,1,1,cm,9600,位移距离,1
超声波液位,Drivers\485ch\非气体类\485超声波液位计.jpg,3,3,1,3,m,9600,距离,1
光学雨量,Drivers\485ch\非气体类\485光学雨量计.jpg,3:3,1:3,1:1,1:1,mm:mm,9600,24小时雨量:实时雨量,1:1
果实生长,Drivers\485ch\非气体类\485果实茎干.jpg,3,0,1,1,cm,9600,茎干高度,1
土壤水势,Drivers\485ch\非气体类\485土壤水势.jpg,3,0,1,1,kPa,9600,压力值,1
露点传感器,Drivers\485ch\非气体类\485露点传感器.jpg,3:3,0:1,1:1,1:1,%RH:℃,9600,湿度:温度,1:1
粮食传感器,Drivers\485ch\非气体类\485在线粮食水分.jpg,3:3,12:13,1:1,1:1,%RH:℃,9600,水分:温度,1:1
叶面温湿度,Drivers\485ch\非气体类\485叶面湿度.jpg,3:3,20:21,1:1,1:1,%RH:℃,9600,湿度:温度,1:1
日照时数,Drivers\485ch\非气体类\485太阳日照时数.jpg,3:3,a:b,1:1,0:0,h:min,9600,当日累计小时:当日累计分钟,1:1
485井盖,Drivers\485ch\非气体类\485智慧井盖.jpg,3:3:3,0:1:2:3:4,1:2:2,1:6:6,°:°:°,9600,角度:经度:纬度,1:2:2
油烟,Drivers\485ch\非气体类\485油烟传感器.jpg,3,6,1,2,mg/m3,9600,油烟值,1
水质pH(有温补),Drivers\485ch\非气体类\水质PH.jpg,3:3,1:2,1:1,2,pH,9600,酸碱度,1
水质pH(无温补),Drivers\485ch\非气体类\水质PH.jpg,3,2,1,1:2,℃:pH,9600,温度:酸碱度,1:1
水质溶解氧,Drivers\485ch\非气体类\水质溶解氧.jpg,3:3,1:2,1:1,1:2,℃:mg/L,9600,温度:溶解氧,1:1
水质氨氮,Drivers\485ch\非气体类\氨氮离子.jpg,3,2,1,2,ppm,9600,氨氮值,1
水质COD,Drivers\485ch\非气体类\水质COD.jpg,3:3,1:2,1:1,1:0,℃:mg/L,9600,温度:COD值,1:1
水质浊度,Drivers\485ch\非气体类\水质浊度.jpg,3:3,1:2,1:1,1:1,℃:NTU,9600,温度:浊度,1:1
水质电导率(k=0.1/0.01),Drivers\485ch\非气体类\水质电导率.jpg,3:3,1:2:3,1:2,1:3,℃:us/cm,9600,温度:电导率,1:2
水质电导率(k=1),Drivers\485ch\非气体类\水质电导率.jpg,3:3,1:2:3,1:2,1:2,℃:us/cm,9600,温度:电导率,1:2
水质电导率(k=10),Drivers\485ch\非气体类\水质电导率.jpg,3:3,1:2:3,1:2,1:1,℃:us/cm,9600,温度:电导率,1:2
水质ORP,Drivers\485ch\非气体类\水质ORP.jpg,3:3,1:2,1:1,1:1,℃:mV,9600,温度:ORP值,1:1
水质氟离子,Drivers\485ch\非气体类\水质氟离子.jpg,3:3,1:2,1:1,1:1,℃:ppm,9600,温度:离子浓度,1:1
水质单离子,Drivers\485ch\非气体类\水质离子.jpg,3,2,1,1,ppm,9600,离子浓度,1
乙烯,Drivers\485ch\气体类\乙烯.jpg,3,6,1,1,ppm,9600,气体浓度,1
苯,Drivers\485ch\气体类\苯.jpg,3,6,1,0,ppm,9600,气体浓度,1
二硫化碳,Drivers\485ch\气体类\二硫化碳.jpg,3,6,1,1,ppm,9600,气体浓度,1
二甲二硫醚,Drivers\485ch\气体类\二甲二硫醚.jpg,3,6,1,1,ppm,9600,气体浓度,1
三甲胺,Drivers\485ch\气体类\三甲胺.jpg,3,6,1,1,ppm,9600,气体浓度,1
氨气硫化氢二合一,Drivers\485ch\气体类\氨气硫化氢二合一.jpg,3:3,6:7,1:1,2:2,ppm:ppm,9600,硫化氢浓度:氨气浓度,1:1
压力(-100-0kPa/0-350kPa),Drivers\485ch\非气体类\485扩散硅压力变送器.jpg,3,0,1,2,kPa,9600,压力值,1
压力(0-3.5mPa),Drivers\485ch\非气体类\485扩散硅压力变送器.jpg,3,0,1,1,kPa,9600,压力值,1
压力(0-35mPa),Drivers\485ch\非气体类\485扩散硅压力变送器.jpg,3,0,1,0,kPa,9600,压力值,1
